"Financial Year & Period","Route","Route Name","Area","Area Name","Delivery Unit","Delivery Unit Name","Incident Summary Group","Incident Category","Incident Category Description","Incident Reason","Incident Reason Description","Responsible Organisation","Responsible Organisation Name","Responsible Manager","Responsible Manager Name","Responsible Function Level 3 Desc","Responsible Function Level 3 Name","v_Incident Count","v_PfPI Minutes"
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Network Management / Other","601","All Z codes - Unexplained","ZU","No Cause Identified After investigation by both Parties","NR","Network Rail","ZQGB","NEA UNEXPLAINED DELAYS","Route Performance & Commercial","ROUTE PERFORMANCE & COMMERCIAL",1,5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Non-Track Assets","101","Points failures","IB","Points failure (including no fault found)","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,24
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Non-Track Assets","301A","Signal Failures","IA","Signal failure (including no fault found)","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,29
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Non-Track Assets","301B","Track Circuit Failures","IC","Track circuit failure (including no fault found)","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",3,42
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Non-Track Assets","301C","Axle Counter Failures","J3","Axle Counter Failure","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,10
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Non-Track Assets","302A","Signalling System & Power Supply Failures","IG","Block failure","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,71
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Non-Track Assets","304","Cable faults (signalling & comms)","II","Signalling lineside cable fault","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,7
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","FO","Time Lost en-route believed to be operator cause and  information required from Operator (Ops Responsibility)","WA","DB Cargo","FWAJ","DBC Intermodal","NONE","NONE",1,4
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","FO","Time Lost en-route believed to be operator cause and  information required from Operator (Ops Responsibility)","WA","DB Cargo","FWAM","DBC Metals","NONE","NONE",1,9
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","FX","Freight train running at lower class or speed than planned classification or overweight","PE","GB Railfreight","FPEC","GB Railfreight","NONE","NONE",1,5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","FX","Freight train running at lower class or speed than planned classification or overweight","WA","DB Cargo","FWAM","DBC Metals","NONE","NONE",1,38
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","T8","Delays at Station believed to be operator cause and Information required from operator (Ops responsibility)","ED","Northern Trains","TED8","NT : Sheffield Cond","NONE","NONE",5,36
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","T8","Delays at Station believed to be operator cause and Information required from operator (Ops responsibility)","ED","Northern Trains","UED3","NT: Hull Cond","NONE","NONE",1,14
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TA","Train-crew/loco/stock/unit diagram issues","EM","EMR","TEM2","EMR Planning","NONE","NONE",2,13
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TA","Train-crew/loco/stock/unit diagram issues","EM","EMR","TEMV","EMR O/T Nottm (Connect)","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","EA","TPE","DEAP","TPE Joint Responsibility","NONE","NONE",1,1.5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","EA","TPE","TEAD","TPE Sheffield Drivers","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","EA","TPE","TEAZ","TPE Ops/TCrew Default 701B/C","NONE","NONE",1,4
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","ED","Northern Trains","TED1","NT : Shf Drivers","NONE","NONE",1,4
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TO","Time lost en-route believed to be Operator cause and information required form operatore (Ops Responsibility)","ED","Northern Trains","TEDM","NT : Man Picc Dtm","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TX","Delays incurred on non-Network Rail running lines or networks including London Underground (except fleet related delays)","EH","CrossCountry","TEHQ","XC VACANT TURN CRV19","NONE","NONE",1,""
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","ED","Northern Trains","DED2","ARN : EST Split","NONE","NONE",3,5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","ED","Northern Trains","TED1","NT : Shf Drivers","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","ED","Northern Trains","UEDY","NT: Merge Request Not ED IRN","NONE","NONE",7,30
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Operations","701B","Train operations","TZ","Other Passenger Train Operating Company causes","EH","CrossCountry","DEHX","XC Joint Responsibility","NONE","NONE",1,1.5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Severe Weather, Autumn & Structures","110B","Other weather (impact on infrastructure or network operations)","JH","Critical Rail Temperature speeds, (other than buckled rails)","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,4
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Stations","701E","Station delays","R3","Station Staff unavailable - missing or uncovered","EH","CrossCountry","REH4","XC East Midlands stations","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Stations","701E","Station delays","R3","Station Staff unavailable - missing or uncovered","EM","EMR","REMI","EMR Sheffield","NONE","NONE",1,0
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Stations","701E","Station delays","RB","Passengers joining/alighting","ED","Northern Trains","SED2","NT: Est Cust Dlys","NONE","NONE",2,6
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Stations","701E","Station delays","RC","re-booked assistance for a person with reduced mobility joining/alighting,","ED","Northern Trains","SED2","NT: Est Cust Dlys","NONE","NONE",3,15
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Stations","701E","Station delays","RC","re-booked assistance for a person with reduced mobility joining/alighting,","ED","Northern Trains","SED6","NT: SM STH YRKS","NONE","NONE",1,7
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Stations","701E","Station delays","RZ","Other Station Operating causes","ED","Northern Trains","REDR","ARN : Shf St Coord","NONE","NONE",5,19
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","ED","Northern Trains","VED2","NT: Est Extnl","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701F","External Causes (Train Operator)","VA","Disorder/drunks or trespass","EM","EMR","VEMS","EMR O/T Derby","NONE","NONE",1,5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701F","External Causes (Train Operator)","VG","Police searching train","ED","Northern Trains","VED2","NT: Est Extnl","NONE","NONE",2,10
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701F","External Causes (Train Operator)","VG","Police searching train","EH","CrossCountry","VEH3","XC Train Manager Newcastle","NONE","NONE",2,10
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701F","External Causes (Train Operator)","VH","Passenger Communication cord, door egress or emergency train alarm operated","EM","EMR","VEMV","EMR O/T Nottm (Connect)","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701F","External Causes (Train Operator)","VZ","Other passenger or external causes the responsibility of TOC","ED","Northern Trains","VED2","NT: Est Extnl","NONE","NONE",9,46
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701F","External Causes (Train Operator)","VZ","Other passenger or external causes the responsibility of TOC","ED","Northern Trains","VEDM","NT;Vandalism to Rollong Stock","NONE","NONE",1,9
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","AA","Waiting acceptance into off Network Rail network Terminal or Yard","WA","DB Cargo","AWAM","DBC Metals","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","AC","Waiting Train preparation or completion of TOPS list/RT3973","WA","DB Cargo","AWAM","DBC Metals","NONE","NONE",1,4
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","AC","Waiting Train preparation or completion of TOPS list/RT3973","WA","DB Cargo","AWAW","DBC Autos & Chemicals","NONE","NONE",1,32
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","AE","Congestion in off Network Rail network Terminal or Yard","P1","GB Rail Eng","APEI","GB Rail Infrastructure","NONE","NONE",1,13
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","AE","Congestion in off Network Rail network Terminal or Yard","WA","DB Cargo","AWAC","DBC Coal","NONE","NONE",1,6
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","AJ","Waiting Customer's traffic including release information and documentation","WA","DB Cargo","AWAM","DBC Metals","NONE","NONE",2,9
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","AX","Failure of off network infrastructure  (FOC or private)","WA","DB Cargo","AWAM","DBC Metals","NONE","NONE",1,5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","TOC Other","701G","Freight Terminal/Yard delays","FW","Late start/yard overtime not explained by Operator","P1","GB Rail Eng","FPEI","GB Rail Infrastructure","NONE","NONE",1,7
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Track","104A","TSRs Due to Condition of Track","JS","Condition of Track TSR outside the Timetable Planning Rules","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",4,430
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Track","104B","Track Faults including Broken Rails","IR","Broken/cracked/twisted/buckled/flawed rail","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,13
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Track","104B","Track Faults including Broken Rails","IS","Track defects (other than rail defects) inc. fish plates, wet beds etc.","NR","Network Rail","IQGL","NEA SHEFFIELD DU","Infrastructure Maintenance Delivery","INFRASTRUCTURE MAINT. DELIVERY",1,50
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TG","Driver","EA","TPE","DEAP","TPE Joint Responsibility","NONE","NONE",1,2.5
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TG","Driver","EA","TPE","TEAD","TPE Sheffield Drivers","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TG","Driver","EA","TPE","TEAE","TPE Cleethorpes Drivers","NONE","NONE",1,4
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TG","Driver","ED","Northern Trains","TED1","NT : Shf Drivers","NONE","NONE",2,51
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TG","Driver","ED","Northern Trains","TEDK","NT : HUD Drivers","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TG","Driver","EM","EMR","DEM0","Joint Responsibility Driver","NONE","NONE",6,14
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TG","Driver","EM","EMR","TEMD","EMR Dvr - Nottingham","NONE","NONE",3,23
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TH","(Senior) Conductor/Train Manager","EA","TPE","TEAC","TPE Cleethorpes Conductors","NONE","NONE",1,4
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TH","(Senior) Conductor/Train Manager","ED","Northern Trains","TED8","NT : Sheffield Cond","NONE","NONE",1,3
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TH","(Senior) Conductor/Train Manager","EM","EMR","TEMV","EMR O/T Nottm (Connect)","NONE","NONE",1,9
"2020/21_P01","G","North & East","GMNEA","North & East","DUSHF","SHEFFIELD","Traincrew","701C","Traincrew causes","TI","Traincrew rostering problem","ED","Northern Trains","TEDG","NT: RPC East","NONE","NONE",1,13
"2020/21_P01","H","Anglia","GMGE","Area Director Great Eastern","DUCOL","IPSWICH","External","401","Bridge strikes","XP","BRIDGE HIT","NR","Network Rail","XQHM","ANG East Anglia External","External Causes","EXTERNAL CAUSES",1,21
"2020/21_P01","H","Anglia","GMGE","Area Director Great Eastern","DUCOL","IPSWICH","External","403","External level crossing/road incidents (not bridges)","XD","Level Crossing Incidents including misuse and emergency services being prioritised over rail services","NR","Network Rail","XQHM","ANG East Anglia External","External Causes","EXTERNAL CAUSES",7,59
